Sentence ID,Prediction
10103050082,11
10103050083,9
10103050084,8
10103050085,5
10103050086,9
10103050087,8
10103050088,8
10103060001,7
10103060002,10
10103060003,10
10103060004,7
10103060005,11
10103060006,12
10103060007,11
10103060008,8
10103060009,12
10103060010,12
10103060011,13
10103060012,11
10103060013,10
10103060014,8
10103060015,13
10103060016,12
10103070001,3
10103070002,12
10103070003,7
10103070004,12
10103070005,3
10103070006,13
10103070007,5
10103070008,10
10103070010,12
10103070011,5
10103070012,8
10103070014,1
10103070015,10
10103070016,10
10103070017,10
10103070018,5
10103070019,5
10103070020,6
10103070021,10
10103070022,9
10103070023,10
10103070024,5
10103070025,12
10103070026,8
10103070027,4
10103070028,8
10103070029,10
10103070030,7
10103070031,9
10103070032,5
10103070033,7
10103070034,7
10103070035,8
10103070036,8
10103070037,9
10103070038,10
10103070039,8
10103070040,9
10103070041,8
10103070042,12
10103080001,3
10103080002,7
10103080003,7
10103080004,3
10103080005,5
10103080006,8
10103080007,7
10103080008,8
10103080009,5
10103080010,7
10103080012,8
10103080013,5
10103080014,10
10103080015,10
10103080016,8
10103080017,8
10103080018,8
10103080019,8
10103090001,3
10103090002,12
10103090003,7
10103090004,7
10103090005,10
10103090007,7
10103090008,7
10103090009,5
10103090010,11
10103090011,13
10103090012,3
10103090013,10
10103090014,10
10103090015,7
10103090016,7
10103090017,8
10103090018,8
10103090019,7
10103100001,11
10103100002,7
10103100003,12
10103100004,5
10103100005,5
10103100006,9
10103100007,3
10103100008,10
10103100009,7
10103100010,8
10103100011,6
10103100012,10
10103100013,6
10103100014,10
10103100015,9
10103100016,13
10103100017,10
10103100018,5
10103100019,7
10103100020,4
10103100021,9
10103100022,9
10103100023,5
10103100024,8
10103100025,9
10103100026,3
10103100027,12
10103100028,4
10103100029,5
10103100030,9
10103100031,9
10103100032,9
10103100033,2
10103100034,5
10103100035,10
10103100036,10
10103100037,5
10103100038,6
10103100039,10
10103100040,8
10103100041,3
10103110001,14
10103110002,3
10103110003,7
10103110004,7
10103110005,12
10103110006,6
10103110007,6
10103110008,9
10103110009,12
10103110010,8
10103110011,9
10103110012,9
10103110013,8
10103110014,8
10103110015,10
10103110016,10
10103110017,5
10103110018,8
10103110019,7
10103110020,10
10103110021,7
10103110022,9
10103110023,9
10103110024,6
10103110025,16
10103110026,6
10103110027,8
10103110028,8
10103110029,10
10103110030,5
10103110031,7
10103110032,10
10103110033,7
10103110034,7
10103110035,12
10103110036,3
10103110037,12
10103110038,10
10103110039,10
10103110040,10
10103110041,10
10103110042,5
10103110043,10
10103110044,9
10103110045,12
10103110046,10
10103110047,8
10103110048,9
10103110049,10
10103110050,6
10103110051,10
10103110052,5
10103110053,7
10103110054,10
10103110055,7
10103110056,8
10103110057,8
10103110058,10
10103120001,12
10103120002,3
10103120003,7
10103120004,10
10103120005,4
10103120006,5
10103120007,3
10103120008,7
10103120009,7
10103120010,2
10103120011,5
10103120012,9
10103120013,10
10103120014,8
10103120015,7
10103120016,7
10103120017,10
10103120018,11
10103130001,3
10103130002,12
10103130003,12
10103130004,7
10103130005,10
10103130006,9
10103130007,8
10103130008,12
10103130009,7
10103130010,9
10103130011,8
10103130012,10
10103130013,8
10103130014,6
10103130015,7
10103130016,8
10103130017,10
10103130018,8
10103130019,7
10103130021,8
10103130022,6
10103130023,5
10103130024,10
10103130025,5
10103130026,11
10103130027,14
10103130028,7
10103140002,8
10103140003,7
10103140004,10
10103140005,5
10103140006,12
10103140007,8
10103140008,10
10103140009,10
10103140010,11
10103140011,2
10103140012,10
10103140013,3
10103140014,12
10103140015,12
10103140016,5
10103140017,3
10103140018,7
10103140019,7
10103140020,7
10103140021,3
10103140022,7
10103140023,7
10103140024,13
10103140025,13
10103140026,3
10103140027,7
10103140028,10
10103140029,11
10103140030,11
10103140031,10
10103140032,10
10103150001,5
10103150002,7
10103150003,7
10103150004,3
10103150005,11
10103150006,8
10103150007,8
10103150008,7
10103150009,5
10103150010,8
10103150011,10
10103150012,6
10103150013,8
10103150014,5
10103150015,2
10103150016,10
10103150017,7
10103150018,5
10103150019,4
10103150020,4
10103150021,8
10103150022,7
10103150023,9
10103150024,9
10103150025,7
10103150026,8
10103150027,9
10103150028,8
10103150029,8
10103150030,9
10103150031,7
10103150032,10
10103150033,7
10103150034,10
10103150035,10
10103150036,3
10103150037,10
10103150038,7
10103150039,5
10103150040,9
10103150041,9
10103150042,8
10103160001,7
10103160002,7
10103160003,3
10103160004,14
10103160005,14
10103160006,7
10103160008,7
10103160009,12
10103160010,12
10103160011,3
10103160012,2
10103160013,7
10103160014,10
10103160015,7
10103160016,12
10103160017,5
10103160018,3
10103160019,3
10103160020,5
10103160021,12
10103160022,12
10103160023,7
10103160024,14
10103160025,7
10103160026,6
10103160027,6
10103160028,13
10103160029,13
10103160030,13
10103160031,13
10103160032,3
10103160033,7
10103160034,7
10103160035,10
10103160036,10
10103160037,10
10103160038,3
10103160039,7
10103160040,7
10103160041,7
10103160042,6
10103160043,10
10103160044,2
10103160045,3
10103160046,7
10103160047,8
10103160048,5
10103160049,7
10103160050,2
10103160051,3
10103160052,7
10103160053,8
10103160054,2
10103160055,3
10103160056,5
10103160058,3
10103160059,7
10103160060,10
10103160061,10
10103160062,3
10103160063,3
10103160064,6
10103160065,6
10103160066,10
10103160067,12
10103160068,12
10103160069,13
10103160070,7
10103160071,7
10103160072,9
10103160073,8
10103160074,11
10103160075,7
10103160076,2
10103160077,7
10103160078,7
10103160079,5
10103160080,7
10103160081,12
10103160082,7
10103160083,3
10103160084,3
10103160085,10
10103160086,12
10103160087,5
10103160088,10
10103160089,3
10103160090,5
10103160091,12
10103160092,4
10103160093,12
10103160094,7
10103160095,7
10103160096,10
10103160097,5
10103160098,10
10103160099,3
10103160100,2
10103160101,10
10103160102,5
10103160103,5
10103160104,3
10103160105,7
10103160106,11
10103160107,8
10103160108,2
10103160109,12
10103160110,3
10103160111,3
10103160112,11
10103160113,9
10103160114,12
10103160115,10
10103160116,9
10103160118,14
10103160119,12
10103160120,12
10103160121,7
10103160122,7
10103160123,12
10103160124,8
10103160125,13
10103160126,5
10103160127,7
10103160128,11
10103160129,3
10103160130,11
10103160131,8
10103160132,6
10103160133,7
10103160134,12
10103160135,7
10103160136,7
10103160137,12
10103160138,7
10103160139,7
10103160141,5
10103160142,5
10103160143,11
10103160144,7
10103160145,5
10103160146,7
10103160147,7
10103160148,6
10103160149,12
10103160150,6
10103160151,8
10103170002,6
10103170003,9
10103170004,12
10103170005,7
10103170006,1
10103170007,1
10103170008,9
10103170009,10
10103170010,8
10103170011,8
10103170012,8
10103170013,5
10103170015,10
10103170016,10
10103170017,5
10103170018,7
10103170019,7
10103170020,10
10103180001,5
10103180002,5
10103180003,10
10103180004,10
10103180005,8
10103180006,7
10103180007,7
10103180008,10
10103180009,5
10103180010,10
10103180011,6
10103180012,9
10103180014,8
10103180015,8
10103180016,7
10103180017,7
10103180018,8
10103180019,9
10103180020,10
10103180021,9
10103180022,12
10103180023,4
10103180024,8
10103180025,7
10103180026,10
10103180027,6
10103180028,7
10103180029,2
10103180030,7
10103180031,7
10103180032,7
10103180033,9
10200240001,10
10200240003,15
10200240004,14
10200240005,10
10200240006,13
10200240007,14
10200240008,12
10200240009,14
10200240010,14
10200240011,14
10200240012,14
10200240013,15
10200240014,14
10200240015,15
10200240017,14
10200240019,14
10200250001,11
10200250002,10
10200250003,14
10200250004,12
10200250005,14
10200250006,14
10200250007,14
10200250008,12
10200250009,10
10200250010,13
10200250011,15
10200250012,14
10200250013,14
10200250014,15
10200250016,12
10200250017,12
10200250018,14
10200250019,14
10200250020,14
10200260001,10
10200260002,14
10200260003,14
10200260004,12
10200260005,10
10200260006,14
10200260007,12
10200260008,14
10200260009,12
10200260010,10
10200260011,12
10200260012,14
10200260013,13
10200260014,10
10200260015,10
10200260016,12
10200260017,10
10200260018,14
10200260019,11
10200260020,10
10200270001,14
10200270002,11
10200270003,14
10200270004,15
10200270006,14
10200270007,12
10200270008,14
10200270009,14
10200270010,14
10200270011,14
10200270012,14
10200270013,14
10200270016,12
10200270017,14
10200270018,14
10200270019,14
10200270021,14
10200270022,14
10200270023,14
10300160001,5
10300160002,12
10300160003,10
10300160004,12
10300160005,10
10300160006,12
10300160007,4
10300160008,8
10300160009,4
10300160010,12
10300160011,12
10300160012,12
10300160013,12
10300160014,8
10300160015,8
10300160016,8
10300160017,10
10300160018,12
10300160019,10
10300160020,10
10300160021,10
10300160022,12
10300160023,11
10300160024,11
10300160025,9
10300160026,9
10300160027,10
10300160028,13
10300160029,11
10300160030,10
10300160031,13
10300160032,12
10300160033,13
10300160034,13
10300160035,12
10300160036,10
10300160037,13
10300160038,11
10300160039,13
10300160040,13
10300160041,9
10300160042,4
10300160043,13
10300160044,13
10300160045,13
10300160046,12
10300160047,13
10300160048,13
10300160049,10
10300250001,3
10300250002,3
10300250003,11
10300250004,12
10300250006,8
10300250008,7
10300250009,10
10300250010,3
10300250012,8
10300250013,12
10300250014,12
10300250015,3
10300250016,14
10300250017,12
10300250018,14
10300250019,12
10300250020,12
10300250021,11
10300250022,12
10300250023,14
10300250024,14
10300250025,12
10300250026,10
10300250027,11
10300250028,14
10300250029,12
10300250030,11
10300250031,12
10300250032,12
10300250033,14
10300250034,12
10300250035,12
10300250036,12
10300480001,2
10300480002,7
10300480003,7
10300480004,11
10300480005,13
10300480006,10
10300480007,10
10300480008,8
10300480009,12
10300480010,12
10300480011,10
10300480012,13
10300480013,10
10300480014,12
10300480015,10
10300480016,11
10300480017,10
10300480018,14
10300480019,7
10300480020,12
10300480021,7
10300480022,10
10300480023,12
10300480024,12
10300480025,11
10300480026,10
10300480027,10
10300480028,7
10300480029,10
10300480030,10
10300480031,10
10300480032,7
10300480033,10
10300480034,11
10300480035,6
10300480036,8
10300480037,10
10300480038,13
10300480039,12
10300480040,13
10300480041,10
10300480042,10
10300480043,10
10300480044,13
10300480045,8
10300480046,7
10300480047,8
10300480048,8
10300480049,10
10400020001,5
10400020002,5
10400020003,5
10400020004,5
10400020005,1
10400020006,5
10400020007,5
10400020008,5
10400020009,3
10400020010,5
10400020011,3
10400020012,7
10400020013,11
10400020014,8
10400020015,8
10400020016,9
10400020017,12
10400020018,8
10400020019,10
10400020020,11
10400020021,12
10400020022,14
10400020023,11
10400020024,11
10400020025,10
10400020026,10
10400020027,11
10400020028,12
10400020029,7
10400020030,11
10400020031,5
10400020032,7
10400020033,10
10400020034,10
10400020035,12
10400020036,10
10400020037,9
10400020038,5
10400020039,7
10400020040,5
10400020041,8
10400020042,10
10400020043,12
10400020044,10
10400020045,7
10400020046,5
10400020047,7
10400020048,7
10400020049,5
10400020050,5
10400020051,7
10400020052,10
10400020053,4
10400020054,5
10400020055,1
10400020056,7
10400020057,12
10400020058,10
10400020059,5
10400020060,5
10400020061,5
10400020062,5
10400020063,5
10400020064,9
10400020065,4
10400020066,5
10400020067,7
10400020068,12
10400020069,8
10400020070,10
10400020071,10
10400020072,11
10400020073,1
10400020074,1
10400020075,2
10400020076,5
10400020077,5
10400020078,7
10400020079,8
10400020080,7
10400020081,5
10400020082,5
10400020083,5
10400020084,7
10400020085,10
10400020086,8
10400020087,7
10400020088,3
10400020089,7
10400020090,2
10400020091,10
10400020092,7
10400020093,7
10400020094,3
10400020095,4
10400020096,5
10400020098,7
10400020099,5
10400020100,7
10400020101,5
10400020102,8
10400020103,8
10400020104,11
10400020105,7
10400020106,8
10400020107,7
10400020108,8
10400020109,7
10400020110,8
10400020111,8
10400020112,7
10400020113,7
10400020114,5
10400020115,5
10400020116,7
10400020117,7
10400020118,12
10400020119,12
10400020120,3
10400020121,1
10400020122,3
10400020123,3
10400020124,7
10400020125,7
10400020126,11
10400020127,6
10400020128,7
10400020129,9
10400020130,9
10400020131,7
10400140001,5
10400140002,5
10400140003,7
10400140004,8
10400140005,14
10400140006,12
10400140007,11
10400140008,12
10400140009,12
10400140010,10
10400140011,14
10400140012,10
10400140013,12
10400140014,11
10400140015,11
10400140016,11
10400140017,12
10400140018,8
10400140019,10
10400140020,14
10400140021,11
10400140022,8
10400140023,10
10400140024,9
10400140025,10
10400140026,5
10400140027,12
10400140028,5
10400140029,7
10400140030,12
10400140031,11
10400140032,7
10400140033,8
10400140034,10
10400140035,12
10400140036,7
10400140037,5
10400140038,8
10400140039,7
10400140040,10
10400140041,12
10400140042,5
10400140043,9
10400140044,12
10400140045,12
10400140046,12
10400140047,9
10400140048,6
10400140049,12
10400140050,7
10400140051,10
10400140052,7
10400140053,12
10400140055,12
10400140056,10
10400140057,12
10400140058,5
10400140059,11
10400140060,5
10400140061,5
10400140062,1
10400140063,7
10400140064,14
10400140065,12
10400140066,11
10400140067,12
10400140068,12
10400140069,14
10400140070,10
10400140071,12
10400140072,8
10400140073,11
10400140074,8
10400140075,8
10400140076,9
10400140077,5
10400140078,8
10400140079,7
10400140080,10
10400140081,10
10400140082,9
10400140083,1
10400140084,12
10400460001,14
10400460002,10
10400460003,12
10400460004,11
10400460005,11
10400460006,14
10400460007,5
10400460008,10
10400460009,7
10400460010,7
10400460011,7
10400460012,4
10400460013,7
10400460014,7
10400460015,14
10400460016,12
10400460017,12
10400460018,5
10400460019,10
10400460020,7
10400460021,3
10400460022,7
10400460023,7
10400460025,11
10400460026,9
10400460027,12
10400460028,11
10400460029,12
10400460030,14
10400460031,5
10400460032,14
10400460033,7
10400460034,5
10400460035,7
10400460036,7
10400460037,3
10400460038,3
10400460039,11
10400460040,9
10400460041,12
10400460042,14
10400460043,10
10400460045,12
10400460046,12
10400460047,12
10400460048,10
10400460049,10
10400460050,10
10400460051,12
10400460052,11
10400460053,12
10400460054,8
10400460055,14
10400460056,5
10400460057,12
10400460058,12
10400460059,12
10400460060,11
10400460061,5
10400460062,2
10400460063,8
10400460064,3
10400460065,10
10400460066,8
10400460067,12
10400460068,12
10400460069,10
10400460070,12
10400460071,10
10400460072,10
10400460073,10
10400460074,8
10400460075,12
10400460076,14
10400460077,12
10400460078,5
10400460079,5
10400460080,12
10400460081,14
10400460082,14
10400460083,14
10400460084,7
10400460085,15
10400460086,14
10400460088,5
10400460089,14
10400460090,12
10400460091,14
10400460092,5
10500190001,4
10500190002,3
10500190003,5
10500190004,5
10500190005,13
10500190006,4
10500190007,10
10500190008,16
10500190009,13
10500190010,9
10500190011,10
10500190012,10
10500190013,12
10500190014,13
10500190015,12
10500190016,11
10500190017,11
10500190018,11
10500190019,9
10500190020,12
10500190021,10
10500190022,10
10500190023,12
10500190024,10
10500190025,10
10500190026,11
10500190027,10
10500190028,11
10500190029,10
10500190030,10
10500190031,10
10500190032,10
10500190033,10
10500190034,11
10500190035,13
10500190036,8
10500190037,10
10500190038,10
10500190039,10
10500190040,13
10500190041,13
10500190042,10
10500190043,10
10500350001,4
10500350002,3
10500350003,5
10500350004,4
10500350005,7
10500350006,11
10500350007,11
10500350008,11
10500350009,10
10500350010,11
10500350011,10
10500350012,12
10500350013,11
10500350014,12
10500350015,9
10500350016,10
10500350017,11
10500350018,10
10500350019,8
10500350020,10
10500350021,10
10500350022,11
10500350023,10
10500350024,12
10500350025,10
10500350026,9
10500350027,11
10500350028,11
10500350029,11
10500350030,12
10500350031,10
10500350032,8
10500350033,8
10500350034,10
10500350035,7
10500350036,10
10500350037,16
10500350038,10
10500350039,10
10500350040,10
10500350041,10
10500350042,10
10500350043,10
10500350044,10
10500350045,10
10500350046,11
10500350047,10
10500350048,10
10500350049,9
10500350050,8
10500350051,11
10500350052,10
10500350053,13
10500520001,4
10500520002,2
10500520003,7
10500520004,13
10500520005,11
10500520006,9
10500520007,10
10500520008,13
10500520009,10
10500520010,10
10500520011,13
10500520012,10
10500520013,12
10500520014,10
10500520015,11
10500520016,12
10500520017,13
10500520018,13
10500520019,8
10500520020,10
10500520021,13
10500520022,13
10500520023,13
10500520024,11
10500520025,13
10500520026,10
10500520027,10
10500520028,13
10500520029,4
10500520030,12
10500520031,13
10500520032,12
10500520033,11
10500520034,12
10500520035,12
10500520036,13
10600110001,12
10600110002,10
10600110003,8
10600110004,6
10600110005,10
10600110006,8
10600110007,10
10600110009,7
10600110010,8
10600110011,10
10600110012,10
10600110013,5
10600110014,5
10600260001,3
10600260002,7
10600260003,10
10600260004,10
10600260005,10
10600260006,12
10600260007,10
10600260008,10
10600260009,12
10600470001,10
10600470002,7
10600470003,10
10600470004,16
10600470006,8
10600470007,12
10600470008,4
10600470009,7
10600470010,12
10600470011,4
10600470012,7
10600470013,12
10600470014,7
10600470015,10
10600470018,8
11200010001,3
11200010003,10
11200010004,10
11200010005,8
11200010006,8
11200010007,8
11200010008,8
11200010009,8
11200010010,8
11200010011,10
11200010012,6
11200010013,8
11200010014,10
11200010015,6
11200010016,10
11200010017,6
11200010018,8
11200010019,10
11200010020,10
11200010021,8
11200010022,10
11200010023,10
11200010024,8
11200010025,10
11200010026,10
11200010027,10
11200010028,10
20100250001,14
20100250002,10
20100250003,15
20100250004,14
20100250005,12
20100250006,13
20100250007,12
20100250008,14
20100250009,12
20100250010,14
20100250011,14
20100250012,12
20100250013,14
20100250014,14
20100250015,14
20100250016,4
20100250017,10
20100250018,14
20100250019,14
20100250020,12
20100250021,15
20100250022,12
20100250023,14
20100250024,10
20100250025,3
20100250026,5
20100250027,13
20100250028,5
20100250029,14
20100250030,12
20100250031,12
20100250032,12
20100530001,13
20100530002,14
20100530004,14
20100530005,14
20100530006,14
20100530007,12
20100530008,14
20100530009,13
20100530010,12
20100530011,14
20100530012,10
20100530013,5
20100530014,14
20100530015,14
20100530016,8
20100530017,14
20100530018,12
20100530019,12
20100530020,14
20100530021,13
20100530022,14
20100530023,14
20100530024,14
20100530025,14
20100530026,7
20100530027,12
20100530028,14
20100530029,14
20100530030,14
20100530031,14
20100530032,6
20100530033,3
20100530034,12
20100530036,14
20100530037,12
20100530038,14
20100530039,10
20100760001,14
20100760002,14
20100760003,14
20100760004,15
20100760005,14
20100760006,14
20100760007,8
20100760008,14
20100760009,14
20100760010,14
20100760011,15
20100760012,14
20100760013,14
20100760014,14
20100760015,14
20100760016,15
20100760017,14
20100760018,14
20100760019,14
20100760020,14
20100760021,14
20100760022,14
20100760023,14
20100760024,14
20100760025,14
20100760026,14
20100760027,14
20100760028,14
20100760029,14
20100760030,14
20100930001,14
20100930002,14
20100930003,14
20100930004,15
20100930005,14
20100930006,14
20100930007,14
20100930008,10
20100930009,10
20100930010,12
20100930011,10
20100930012,12
20100930013,12
20100930014,14
20100930015,12
20100930016,14
20100930017,10
20100930018,14
20100930019,14
20100930020,14
20100930021,11
20100930022,11
20100930023,10
20100930024,14
20100930025,14
20100930026,14
20100930027,14
20100930028,11
20100930029,14
20100930030,14
20100930031,14
20100930032,13
20100930033,14
20100930034,14
20100930035,14
20100930036,8
20101100001,12
20101100002,12
20101100003,14
20101100004,10
20101100005,14
20101100006,11
20101100007,1
20101100008,11
20101100009,10
20101100010,14
20101100011,14
20101100012,10
20101100013,14
20101100014,14
20101100015,14
20101100016,14
20101100018,14
20101100019,14
20101100020,14
20101100021,14
20101100022,13
20101100023,12
20101100024,14
20101100026,10
20101100027,12
20101270001,14
20101270002,14
20101270003,14
20101270004,14
20101270005,14
20101270006,11
20101270007,6
20101270008,14
20101270009,14
20101270010,14
20101270011,14
20101270012,14
20101270013,7
20101270014,14
20101270015,16
20101270016,15
20101270017,14
20101270018,14
20101270019,14
20101270020,14
20101270021,15
20101270022,14
20101410001,12
20101410002,10
20101410003,12
20101410004,14
20101410005,12
20101410006,14
20101410007,10
20101410008,12
20101410009,15
20101410010,14
20101410011,7
20101410012,10
20101410013,10
20101410014,10
20101410015,14
20101410016,14
20101410017,12
20101410018,16
20101410019,12
20101410020,11
20101410021,15
20101410022,14
20101410023,14
20101410024,7
20101410025,13
20101410026,14
20101410027,10
20101410028,7
20101410029,14
20101410030,14
20101410031,7
20101410032,7
20101410033,10
20200130001,14
20200130002,12
20200130003,14
20200130004,12
20200130005,15
20200130006,15
20200130007,15
20200130008,15
20200130009,12
20200130010,14
20200130011,10
20200130012,15
20200130013,10
20200130014,15
20200130015,14
20200130016,15
20200130017,15
20200130018,15
20200130019,15
20200130020,12
20200140001,14
20200140002,14
20200140003,15
20200140004,10
20200140005,14
20200140006,10
20200140007,10
20200140008,14
20200140009,10
20200140010,14
20200140011,9
20200140012,11
20200140013,13
20200140016,14
20200140017,14
20200140018,15
20200140019,15
20200150001,11
20200150002,14
20200150003,14
20200150004,14
20200150005,14
20200150006,14
20200150007,14
20200150008,11
20200150009,11
20200150010,11
20200150011,15
20200150012,15
20200150013,13
20200150014,11
20200150015,14
20200150016,14
20200150017,13
20200150018,14
20200150019,14
20200150020,15
20200160001,14
20200160002,14
20200160003,14
20200160006,14
20200160007,14
20200160008,11
20200160009,15
20200160010,14
20200160011,14
20200160013,15
20200160014,14
20200160015,14
20200160016,14
20200160017,14
20200160018,14
20201020001,8
20201020002,14
20201020003,11
20201020004,14
20201020005,12
20201020006,15
20201020007,14
20201020008,16
20201020010,14
20201020011,12
20201020012,15
20201020013,11
20201020015,13
20201020016,14
20201020017,13
20201020018,10
20201020019,11
20201020020,12
20201030001,13
20201030002,10
20201030003,12
20201030004,14
20201030006,10
20201030007,14
20201030008,9
20201030009,13
20201030012,10
20201030013,10
20201030014,12
20201030015,14
20201030016,8
20201030017,11
20201030019,14
20201030020,14
20201040001,12
20201040002,15
20201040003,11
20201040004,12
20201040005,14
20201040006,14
20201040008,14
20201040009,14
20201040010,14
20201040011,14
20201040013,12
20201040014,14
20201040015,14
20201040016,14
20201040017,15
20201040018,14
20201040019,14
20201040020,12
20201050001,11
20201050002,12
20201050003,15
20201050004,9
20201050006,7
20201050007,10
20201050008,10
20201050009,10
20201050010,12
20201050011,10
20201050012,14
20201050013,10
20201050014,12
20201050015,14
20201050016,10
20201050017,14
20201050018,10
20201050019,10
20201050020,14
20201060001,11
20201060002,11
20201060003,11
20201060004,14
20201060005,14
20201060006,11
20201060007,14
20201060008,14
20201060009,14
20201060010,14
20201060011,13
20201060012,13
20201060013,14
20201060014,13
20201060015,14
20201060016,11
20201060017,11
20201060018,13
20201060019,14
20201060020,14
20201070001,12
20201070002,14
20201070003,13
20201070004,14
20201070006,10
20201070008,14
20201070009,12
20201070010,14
20201070011,14
20201070012,14
20201070013,14
20201070015,10
20201070016,10
20201070017,14
20201070018,13
20201070019,14
20201070020,11
20300230002,10
20300230003,13
20300230004,10
20300230005,12
20300230006,16
20300230007,4
20300230008,10
20300230009,4
20300230010,16
20300230011,10
20300230012,12
20300230013,10
20300230014,10
20300230015,10
20300230016,12
20300230017,10
20300230018,10
